Data,,,Translation,,Code,Formatting
1633710594,81,11,Detector Off  (Veh Det #11),,,
1633710595,82,10,Detector On  (Veh Det #10),,,
1633710596,81,10,Detector Off  (Veh Det #10),,,
1633710596,82,16,Detector On  (Veh Det #16),,,
1633710597,82,11,Detector On  (Veh Det #11),,,
1633710597,81,2,Detector Off  (Veh Det #2),,,
1633710597,82,2,Detector On  (Veh Det #2),,,
1633710598,81,16,Detector Off  (Veh Det #16),,,
1633710598,82,10,Detector On  (Veh Det #10),,,
1633710598,81,11,Detector Off  (Veh Det #11),,,
1633710598,81,10,Detector Off  (Veh Det #10),,,
1633710600,81,2,Detector Off  (Veh Det #2),,,
1633710601,22,2,Ped Begin Clearance  (Ped 2),,,
1633710601,42,2,Phase Hold Released  (Phase 2),,,
1633710601,46,2,Phase Omit On  (Phase 2),,,
1633710601,82,10,Detector On  (Veh Det #10),,,
1633710601,81,10,Detector Off  (Veh Det #10),,,
1633710601,82,10,Detector On  (Veh Det #10),,,
1633710602,82,11,Detector On  (Veh Det #11),,,
1633710602,82,2,Detector On  (Veh Det #2),,,
1633710602,82,13,Detector On  (Veh Det #13),,,
1633710602,81,10,Detector Off  (Veh Det #10),,,
1633710602,81,11,Detector Off  (Veh Det #11),,,
1633710603,82,15,Detector On  (Veh Det #15),,,
1633710603,82,11,Detector On  (Veh Det #11),,,
1633710604,81,11,Detector Off  (Veh Det #11),,,
1633710604,81,15,Detector Off  (Veh Det #15),,,
1633710604,81,13,Detector Off  (Veh Det #13),,,
1633710605,82,11,Detector On  (Veh Det #11),,,
1633710606,81,11,Detector Off  (Veh Det #11),,,
1633710606,82,10,Detector On  (Veh Det #10),,,
1633710607,81,10,Detector Off  (Veh Det #10),,,
1633710608,82,12,Detector On  (Veh Det #12),,,
1633710609,81,2,Detector Off  (Veh Det #2),,,
1633710609,82,2,Detector On  (Veh Det #2),,,
1633710609,81,12,Detector Off  (Veh Det #12),,,
1633710611,82,11,Detector On  (Veh Det #11),,,
1633710612,81,11,Detector Off  (Veh Det #11),,,
1633710613,81,2,Detector Off  (Veh Det #2),,,
1633710613,82,11,Detector On  (Veh Det #11),,,
1633710614,82,2,Detector On  (Veh Det #2),,,
1633710614,81,11,Detector Off  (Veh Det #11),,,
1633710615,82,12,Detector On  (Veh Det #12),,,
1633710615,81,12,Detector Off  (Veh Det #12),,,
1633710616,151,4,Coord Phase Yield Pt  (Phase 4),,,
1633710616,7,2,Phase Green Term  (Phase 2),,,
1633710616,8,2,Phase Begin Yellow Cl  (Phase 2),,,
1633710616,23,2,Ped Begin Don’t Walk  (Ped 2),,,
1633710616,47,2,Phase Omit Off  (Phase 2),,,
1633710616,47,4,Phase Omit Off  (Phase 4),,,
1633710616,49,4,Ped Omit Off  (Ped 4),,,
1633710616,63,1,Overlap Begin Yellow Cl  (Overlap  (Overlap A),,,
1633710616,151,1,Coord Phase Yield Pt  (Phase 1),,,
1633710616,151,3,Coord Phase Yield Pt  (Phase 3),,,
1633710616,2,2,Phase Check  (Phase 2),,,
1633710616,47,1,Phase Omit Off  (Phase 1),,,
1633710616,49,1,Ped Omit Off  (Ped 1),,,
1633710617,81,2,Detector Off  (Veh Det #2),,,
1633710620,9,2,Phase End Yellow Cl  (Phase 2),,,
1633710620,10,2,Phase Begin Red Cl  (Phase 2),,,
1633710620,64,1,Overlap Begin Red Cl  (Overlap  (Overlap A),,,
1633710621,12,2,Phase Inactive  (Phase 2),,,
1633710621,11,2,Phase End Red Cl  (Phase 2),,,
1633710621,0,4,Phase On  (Phase 4),,,
1633710621,1,4,Phase Begin Green  (Phase 4),,,
1633710621,65,1,Overlap Off  (Overlap  (Overlap A),,,
1633710621,31,1,Barrier Term  (Preceding Phase 1),,,
1633710621,48,4,Ped Omit On  (Ped 4),,,
1633710621,41,2,Phase Hold Active  (Phase 2),,,
1633710621,82,11,Detector On  (Veh Det #11),,,
1633710622,82,16,Detector On  (Veh Det #16),,,
1633710622,82,2,Detector On  (Veh Det #2),,,
1633710622,81,11,Detector Off  (Veh Det #11),,,
1633710625,82,14,Detector On  (Veh Det #14),,,
1633710625,81,14,Detector Off  (Veh Det #14),,,
1633710627,3,4,Phase Min Complete  (Phase 4),,,
1633710629,82,14,Detector On  (Veh Det #14),,,
1633710629,82,15,Detector On  (Veh Det #15),,,
1633710630,81,15,Detector Off  (Veh Det #15),,,
1633710630,81,14,Detector Off  (Veh Det #14),,,
1633710632,82,15,Detector On  (Veh Det #15),,,
1633710633,81,15,Detector Off  (Veh Det #15),,,
1633710635,82,12,Detector On  (Veh Det #12),,,
1633710636,81,12,Detector Off  (Veh Det #12),,,
1633710636,81,16,Detector Off  (Veh Det #16),,,
1633710640,82,13,Detector On  (Veh Det #13),,,
1633710640,46,4,Phase Omit On  (Phase 4),,,
1633710640,81,13,Detector Off  (Veh Det #13),,,
1633710643,82,13,Detector On  (Veh Det #13),,,
1633710644,81,13,Detector Off  (Veh Det #13),,,
1633710644,82,13,Detector On  (Veh Det #13),,,
1633710644,81,13,Detector Off  (Veh Det #13),,,
1633710644,82,13,Detector On  (Veh Det #13),,,
1633710644,81,13,Detector Off  (Veh Det #13),,,
1633710646,82,13,Detector On  (Veh Det #13),,,
1633710646,81,13,Detector Off  (Veh Det #13),,,
1633710650,81,4,Detector Off  (Veh Det #4),,,
1633710650,44,4,Phase Call Dropped  (Phase 4),,,
1633710651,7,4,Phase Green Term  (Phase 4),,,
1633710651,8,4,Phase Begin Yellow Cl  (Phase 4),,,
1633710651,6,4,Phase Force Off  (Phase 4),,,
1633710651,2,4,Phase Check  (Phase 4),,,
1633710651,43,4,Phase Call Registered  (Phase 4),,,
1633710651,82,13,Detector On  (Veh Det #13),,,
1633710651,82,4,Detector On  (Veh Det #4),,,
1633710651,81,13,Detector Off  (Veh Det #13),,,
1633710653,46,1,Phase Omit On  (Phase 1),,,
1633710654,81,4,Detector Off  (Veh Det #4),,,
1633710655,9,4,Phase End Yellow Cl  (Phase 4),,,
1633710655,10,4,Phase Begin Red Cl  (Phase 4),,,
1633710656,12,4,Phase Inactive  (Phase 4),,,
1633710656,11,4,Phase End Red Cl  (Phase 4),,,
1633710656,0,1,Phase On  (Phase 1),,,
1633710656,1,1,Phase Begin Green  (Phase 1),,,
1633710656,61,1,Overlap Begin Green  (Overlap  (Overlap A),,,
1633710656,31,1,Barrier Term  (Preceding Phase 1),,,
1633710657,82,14,Detector On  (Veh Det #14),,,
1633710658,82,4,Detector On  (Veh Det #4),,,
1633710658,81,14,Detector Off  (Veh Det #14),,,
1633710660,82,16,Detector On  (Veh Det #16),,,
1633710661,81,16,Detector Off  (Veh Det #16),,,
1633710661,81,4,Detector Off  (Veh Det #4),,,
1633710662,82,12,Detector On  (Veh Det #12),,,
1633710662,3,1,Phase Min Complete  (Phase 1),,,
1633710663,81,1,Detector Off  (Veh Det #1),,,
1633710663,44,1,Phase Call Dropped  (Phase 1),,,
1633710663,81,12,Detector Off  (Veh Det #12),,,
1633710664,7,1,Phase Green Term  (Phase 1),,,
1633710664,8,1,Phase Begin Yellow Cl  (Phase 1),,,
1633710664,6,1,Phase Force Off  (Phase 1),,,
1633710664,82,1,Detector On  (Veh Det #1),,,
1633710664,82,16,Detector On  (Veh Det #16),,,
1633710664,2,1,Phase Check  (Phase 1),,,
1633710664,43,1,Phase Call Registered  (Phase 1),,,
1633710665,81,16,Detector Off  (Veh Det #16),,,
1633710668,81,1,Detector Off  (Veh Det #1),,,
1633710668,9,1,Phase End Yellow Cl  (Phase 1),,,
1633710668,10,1,Phase Begin Red Cl  (Phase 1),,,
1633710668,44,1,Phase Call Dropped  (Phase 1),,,
1633710668,82,9,Detector On  (Veh Det #9),,,
1633710669,150,5,Coord Cycle State,,,
1633710669,12,1,Phase Inactive  (Phase 1),,,
1633710669,11,1,Phase End Red Cl  (Phase 1),,,
1633710669,0,2,Phase On  (Phase 2),,,
1633710669,1,2,Phase Begin Green  (Phase 2),,,
1633710669,21,2,Ped Begin Walk  (Ped 2),,,
1633710669,1102,2,Bike Call Off  (Phase 2),,,
1633710669,48,1,Ped Omit On  (Ped 1),,,
1633710669,82,16,Detector On  (Veh Det #16),,,
1633710669,150,1,Coord Cycle State,,,
1633710669,1103,2,Bike Call On  (Phase 2),,,
1633710669,81,9,Detector Off  (Veh Det #9),,,
1633710670,82,1,Detector On  (Veh Det #1),,,
1633710670,2,1,Phase Check  (Phase 1),,,
1633710670,43,1,Phase Call Registered  (Phase 1),,,
1633710671,81,16,Detector Off  (Veh Det #16),,,
1633710671,82,15,Detector On  (Veh Det #15),,,
1633710672,82,4,Detector On  (Veh Det #4),,,
1633710673,81,15,Detector Off  (Veh Det #15),,,
1633710673,82,12,Detector On  (Veh Det #12),,,
1633710673,82,15,Detector On  (Veh Det #15),,,
1633710673,81,15,Detector Off  (Veh Det #15),,,
1633710674,82,15,Detector On  (Veh Det #15),,,
1633710674,81,15,Detector Off  (Veh Det #15),,,
1633710674,81,12,Detector Off  (Veh Det #12),,,
1633710676,82,12,Detector On  (Veh Det #12),,,
1633710677,3,2,Phase Min Complete  (Phase 2),,,
1633710677,81,12,Detector Off  (Veh Det #12),,,
1633710678,82,12,Detector On  (Veh Det #12),,,
1633710679,82,15,Detector On  (Veh Det #15),,,
1633710679,81,12,Detector Off  (Veh Det #12),,,
1633710680,82,12,Detector On  (Veh Det #12),,,
1633710681,81,12,Detector Off  (Veh Det #12),,,
1633710684,81,2,Detector Off  (Veh Det #2),,,
1633710686,4,2,Phase Gap Out  (Phase 2),,,
1633710687,82,14,Detector On  (Veh Det #14),,,
1633710687,82,12,Detector On  (Veh Det #12),,,
1633710687,82,2,Detector On  (Veh Det #2),,,
1633710688,81,1,Detector Off  (Veh Det #1),,,
1633710688,44,1,Phase Call Dropped  (Phase 1),,,
1633710688,81,14,Detector Off  (Veh Det #14),,,
1633710688,81,12,Detector Off  (Veh Det #12),,,
1633710690,82,10,Detector On  (Veh Det #10),,,
1633710690,82,11,Detector On  (Veh Det #11),,,
1633710690,82,16,Detector On  (Veh Det #16),,,
1633710690,81,16,Detector Off  (Veh Det #16),,,
1633710690,82,1,Detector On  (Veh Det #1),,,
1633710690,2,1,Phase Check  (Phase 1),,,
1633710690,43,1,Phase Call Registered  (Phase 1),,,
1633710691,81,10,Detector Off  (Veh Det #10),,,
1633710691,22,2,Ped Begin Clearance  (Ped 2),,,
1633710691,42,2,Phase Hold Released  (Phase 2),,,
1633710691,46,2,Phase Omit On  (Phase 2),,,
1633710691,81,11,Detector Off  (Veh Det #11),,,
1633710692,82,11,Detector On  (Veh Det #11),,,
1633710693,81,11,Detector Off  (Veh Det #11),,,
1633710694,81,2,Detector Off  (Veh Det #2),,,
1633710697,82,10,Detector On  (Veh Det #10),,,
1633710697,82,2,Detector On  (Veh Det #2),,,
1633710698,81,10,Detector Off  (Veh Det #10),,,
1633710699,81,1,Detector Off  (Veh Det #1),,,
1633710699,44,1,Phase Call Dropped  (Phase 1),,,
1633710699,81,2,Detector Off  (Veh Det #2),,,
1633710702,4,2,Phase Gap Out  (Phase 2),,,
1633710706,151,4,Coord Phase Yield Pt  (Phase 4),,,
1633710706,7,2,Phase Green Term  (Phase 2),,,
1633710706,8,2,Phase Begin Yellow Cl  (Phase 2),,,
1633710706,23,2,Ped Begin Don’t Walk  (Ped 2),,,
1633710706,47,2,Phase Omit Off  (Phase 2),,,
1633710706,47,4,Phase Omit Off  (Phase 4),,,
1633710706,49,4,Ped Omit Off  (Ped 4),,,
1633710706,63,1,Overlap Begin Yellow Cl  (Overlap  (Overlap A),,,
1633710706,82,10,Detector On  (Veh Det #10),,,
1633710706,151,1,Coord Phase Yield Pt  (Phase 1),,,
1633710706,151,3,Coord Phase Yield Pt  (Phase 3),,,
1633710706,2,2,Phase Check  (Phase 2),,,
1633710706,47,1,Phase Omit Off  (Phase 1),,,
1633710706,49,1,Ped Omit Off  (Ped 1),,,
1633710706,82,12,Detector On  (Veh Det #12),,,
1633710706,82,2,Detector On  (Veh Det #2),,,
1633710707,81,12,Detector Off  (Veh Det #12),,,
1633710707,81,10,Detector Off  (Veh Det #10),,,
1633710709,82,9,Detector On  (Veh Det #9),,,
1633710709,81,2,Detector Off  (Veh Det #2),,,
1633710709,82,2,Detector On  (Veh Det #2),,,
1633710710,9,2,Phase End Yellow Cl  (Phase 2),,,
1633710710,10,2,Phase Begin Red Cl  (Phase 2),,,
1633710710,64,1,Overlap Begin Red Cl  (Overlap  (Overlap A),,,
1633710710,81,9,Detector Off  (Veh Det #9),,,
1633710711,12,2,Phase Inactive  (Phase 2),,,
1633710711,11,2,Phase End Red Cl  (Phase 2),,,
1633710711,0,4,Phase On  (Phase 4),,,
1633710711,1,4,Phase Begin Green  (Phase 4),,,
1633710711,65,1,Overlap Off  (Overlap  (Overlap A),,,
1633710711,31,1,Barrier Term  (Preceding Phase 1),,,
1633710711,48,4,Ped Omit On  (Ped 4),,,
1633710711,41,2,Phase Hold Active  (Phase 2),,,
1633710711,82,16,Detector On  (Veh Det #16),,,
1633710711,81,2,Detector Off  (Veh Det #2),,,
1633710712,82,1,Detector On  (Veh Det #1),,,
1633710712,2,1,Phase Check  (Phase 1),,,
1633710712,43,1,Phase Call Registered  (Phase 1),,,
1633710712,81,16,Detector Off  (Veh Det #16),,,
1633710712,82,10,Detector On  (Veh Det #10),,,
1633710713,82,9,Detector On  (Veh Det #9),,,
1633710713,82,2,Detector On  (Veh Det #2),,,
1633710713,81,9,Detector Off  (Veh Det #9),,,
1633710714,81,10,Detector Off  (Veh Det #10),,,
1633710715,82,12,Detector On  (Veh Det #12),,,
1633710715,81,12,Detector Off  (Veh Det #12),,,
1633710716,81,4,Detector Off  (Veh Det #4),,,
1633710716,44,4,Phase Call Dropped  (Phase 4),,,
1633710717,3,4,Phase Min Complete  (Phase 4),,,
1633710717,82,4,Detector On  (Veh Det #4),,,
1633710717,43,4,Phase Call Registered  (Phase 4),,,
1633710718,81,15,Detector Off  (Veh Det #15),,,
1633710720,82,15,Detector On  (Veh Det #15),,,
1633710720,81,15,Detector Off  (Veh Det #15),,,
1633710722,81,4,Detector Off  (Veh Det #4),,,
1633710722,44,4,Phase Call Dropped  (Phase 4),,,
1633710722,82,15,Detector On  (Veh Det #15),,,
1633710723,82,4,Detector On  (Veh Det #4),,,
1633710723,43,4,Phase Call Registered  (Phase 4),,,
1633710723,81,15,Detector Off  (Veh Det #15),,,
1633710725,81,4,Detector Off  (Veh Det #4),,,
1633710725,44,4,Phase Call Dropped  (Phase 4),,,
1633710726,82,15,Detector On  (Veh Det #15),,,
1633710727,82,4,Detector On  (Veh Det #4),,,
1633710727,43,4,Phase Call Registered  (Phase 4),,,
1633710727,81,15,Detector Off  (Veh Det #15),,,
1633710728,82,15,Detector On  (Veh Det #15),,,
1633710729,81,4,Detector Off  (Veh Det #4),,,
1633710729,44,4,Phase Call Dropped  (Phase 4),,,
1633710729,82,4,Detector On  (Veh Det #4),,,
1633710729,43,4,Phase Call Registered  (Phase 4),,,
1633710729,81,15,Detector Off  (Veh Det #15),,,
1633710730,46,4,Phase Omit On  (Phase 4),,,
1633710730,82,11,Detector On  (Veh Det #11),,,
1633710730,82,14,Detector On  (Veh Det #14),,,
1633710731,82,15,Detector On  (Veh Det #15),,,
1633710731,81,4,Detector Off  (Veh Det #4),,,
1633710731,44,4,Phase Call Dropped  (Phase 4),,,
1633710731,82,4,Detector On  (Veh Det #4),,,
1633710731,43,4,Phase Call Registered  (Phase 4),,,
1633710732,81,14,Detector Off  (Veh Det #14),,,
1633710732,81,15,Detector Off  (Veh Det #15),,,
1633710733,82,15,Detector On  (Veh Det #15),,,
1633710733,82,12,Detector On  (Veh Det #12),,,
1633710734,81,15,Detector Off  (Veh Det #15),,,
1633710735,81,11,Detector Off  (Veh Det #11),,,
1633710735,81,12,Detector Off  (Veh Det #12),,,
1633710736,82,15,Detector On  (Veh Det #15),,,
1633710736,81,4,Detector Off  (Veh Det #4),,,
1633710736,44,4,Phase Call Dropped  (Phase 4),,,
1633710736,82,4,Detector On  (Veh Det #4),,,
1633710736,43,4,Phase Call Registered  (Phase 4),,,
1633710737,81,15,Detector Off  (Veh Det #15),,,
1633710739,81,4,Detector Off  (Veh Det #4),,,
1633710739,44,4,Phase Call Dropped  (Phase 4),,,
1633710740,82,15,Detector On  (Veh Det #15),,,
1633710740,82,4,Detector On  (Veh Det #4),,,
1633710740,43,4,Phase Call Registered  (Phase 4),,,
1633710740,81,15,Detector Off  (Veh Det #15),,,
1633710741,7,4,Phase Green Term  (Phase 4),,,
1633710741,8,4,Phase Begin Yellow Cl  (Phase 4),,,
1633710741,6,4,Phase Force Off  (Phase 4),,,
1633710741,2,4,Phase Check  (Phase 4),,,
1633710742,81,4,Detector Off  (Veh Det #4),,,
1633710742,82,13,Detector On  (Veh Det #13),,,
1633710743,46,1,Phase Omit On  (Phase 1),,,
1633710743,81,13,Detector Off  (Veh Det #13),,,
1633710743,82,4,Detector On  (Veh Det #4),,,
1633710743,82,16,Detector On  (Veh Det #16),,,
1633710744,81,16,Detector Off  (Veh Det #16),,,
1633710744,82,15,Detector On  (Veh Det #15),,,
1633710745,9,4,Phase End Yellow Cl  (Phase 4),,,
1633710745,10,4,Phase Begin Red Cl  (Phase 4),,,
1633710745,81,15,Detector Off  (Veh Det #15),,,
1633710745,82,13,Detector On  (Veh Det #13),,,
1633710746,82,9,Detector On  (Veh Det #9),,,
1633710746,12,4,Phase Inactive  (Phase 4),,,
1633710746,11,4,Phase End Red Cl  (Phase 4),,,
1633710746,0,1,Phase On  (Phase 1),,,
1633710746,1,1,Phase Begin Green  (Phase 1),,,
1633710746,61,1,Overlap Begin Green  (Overlap  (Overlap A),,,
1633710746,31,1,Barrier Term  (Preceding Phase 1),,,
1633710746,81,13,Detector Off  (Veh Det #13),,,
1633710747,81,9,Detector Off  (Veh Det #9),,,
1633710747,82,12,Detector On  (Veh Det #12),,,
1633710748,81,12,Detector Off  (Veh Det #12),,,
1633710752,3,1,Phase Min Complete  (Phase 1),,,
1633710752,82,9,Detector On  (Veh Det #9),,,
1633710753,81,1,Detector Off  (Veh Det #1),,,
1633710753,44,1,Phase Call Dropped  (Phase 1),,,
1633710754,7,1,Phase Green Term  (Phase 1),,,
1633710754,8,1,Phase Begin Yellow Cl  (Phase 1),,,
1633710754,6,1,Phase Force Off  (Phase 1),,,
1633710754,82,1,Detector On  (Veh Det #1),,,
1633710754,2,1,Phase Check  (Phase 1),,,
1633710754,43,1,Phase Call Registered  (Phase 1),,,
1633710754,82,10,Detector On  (Veh Det #10),,,
1633710755,81,1,Detector Off  (Veh Det #1),,,
1633710755,81,9,Detector Off  (Veh Det #9),,,
1633710755,44,1,Phase Call Dropped  (Phase 1),,,
1633710755,82,13,Detector On  (Veh Det #13),,,
1633710755,81,10,Detector Off  (Veh Det #10),,,
1633710756,81,13,Detector Off  (Veh Det #13),,,
1633710757,82,15,Detector On  (Veh Det #15),,,
1633710758,9,1,Phase End Yellow Cl  (Phase 1),,,
1633710758,10,1,Phase Begin Red Cl  (Phase 1),,,
1633710759,150,5,Coord Cycle State,,,
1633710759,12,1,Phase Inactive  (Phase 1),,,
1633710759,11,1,Phase End Red Cl  (Phase 1),,,
1633710759,0,2,Phase On  (Phase 2),,,
1633710759,1,2,Phase Begin Green  (Phase 2),,,
1633710759,21,2,Ped Begin Walk  (Ped 2),,,
1633710759,1102,2,Bike Call Off  (Phase 2),,,
1633710759,48,1,Ped Omit On  (Ped 1),,,
1633710759,150,1,Coord Cycle State,,,
1633710759,1103,2,Bike Call On  (Phase 2),,,
1633710764,81,15,Detector Off  (Veh Det #15),,,
1633710764,82,11,Detector On  (Veh Det #11),,,
1633710764,82,15,Detector On  (Veh Det #15),,,
1633710765,81,15,Detector Off  (Veh Det #15),,,
1633710766,82,10,Detector On  (Veh Det #10),,,
1633710766,81,11,Detector Off  (Veh Det #11),,,
1633710767,81,10,Detector Off  (Veh Det #10),,,
1633710767,3,2,Phase Min Complete  (Phase 2),,,
1633710768,82,11,Detector On  (Veh Det #11),,,
1633710769,81,11,Detector Off  (Veh Det #11),,,
1633710769,82,10,Detector On  (Veh Det #10),,,
1633710770,81,10,Detector Off  (Veh Det #10),,,
1633710771,82,11,Detector On  (Veh Det #11),,,
1633710772,81,11,Detector Off  (Veh Det #11),,,
1633710774,82,14,Detector On  (Veh Det #14),,,
1633710774,81,2,Detector Off  (Veh Det #2),,,
1633710774,82,11,Detector On  (Veh Det #11),,,
1633710775,82,2,Detector On  (Veh Det #2),,,
1633710775,81,11,Detector Off  (Veh Det #11),,,
1633710775,81,14,Detector Off  (Veh Det #14),,,
1633710777,81,2,Detector Off  (Veh Det #2),,,
1633710778,82,14,Detector On  (Veh Det #14),,,
1633710779,82,15,Detector On  (Veh Det #15),,,
1633710779,81,14,Detector Off  (Veh Det #14),,,
1633710780,4,2,Phase Gap Out  (Phase 2),,,
1633710780,82,10,Detector On  (Veh Det #10),,,
1633710780,22,2,Ped Begin Clearance  (Ped 2),,,
1633710780,42,2,Phase Hold Released  (Phase 2),,,
1633710780,46,2,Phase Omit On  (Phase 2),,,
1633710781,82,2,Detector On  (Veh Det #2),,,
1633710781,82,11,Detector On  (Veh Det #11),,,
1633710781,81,10,Detector Off  (Veh Det #10),,,
1633710782,81,11,Detector Off  (Veh Det #11),,,
1633710784,81,2,Detector Off  (Veh Det #2),,,
1633710784,82,9,Detector On  (Veh Det #9),,,
1633710784,82,2,Detector On  (Veh Det #2),,,
1633710784,81,9,Detector Off  (Veh Det #9),,,
1633710785,82,9,Detector On  (Veh Det #9),,,
1633710786,81,9,Detector Off  (Veh Det #9),,,
1633710787,82,9,Detector On  (Veh Det #9),,,
1633710787,82,16,Detector On  (Veh Det #16),,,
1633710788,81,2,Detector Off  (Veh Det #2),,,
1633710788,81,9,Detector Off  (Veh Det #9),,,
1633710788,81,16,Detector Off  (Veh Det #16),,,
1633710788,82,1,Detector On  (Veh Det #1),,,
1633710788,2,1,Phase Check  (Phase 1),,,
1633710788,43,1,Phase Call Registered  (Phase 1),,,
1633710789,82,12,Detector On  (Veh Det #12),,,
1633710789,82,2,Detector On  (Veh Det #2),,,
1633710789,81,12,Detector Off  (Veh Det #12),,,
1633710791,82,11,Detector On  (Veh Det #11),,,
1633710791,81,11,Detector Off  (Veh Det #11),,,
1633710793,81,2,Detector Off  (Veh Det #2),,,
1633710795,151,4,Coord Phase Yield Pt  (Phase 4),,,
1633710795,7,2,Phase Green Term  (Phase 2),,,
1633710795,8,2,Phase Begin Yellow Cl  (Phase 2),,,
1633710795,4,2,Phase Gap Out  (Phase 2),,,
1633710795,23,2,Ped Begin Don’t Walk  (Ped 2),,,
1633710795,47,2,Phase Omit Off  (Phase 2),,,
1633710795,47,4,Phase Omit Off  (Phase 4),,,
1633710795,49,4,Ped Omit Off  (Ped 4),,,
1633710795,63,1,Overlap Begin Yellow Cl  (Overlap  (Overlap A),,,
1633710796,151,1,Coord Phase Yield Pt  (Phase 1),,,
1633710796,151,3,Coord Phase Yield Pt  (Phase 3),,,
1633710796,2,2,Phase Check  (Phase 2),,,
1633710796,47,1,Phase Omit Off  (Phase 1),,,
1633710796,49,1,Ped Omit Off  (Ped 1),,,
1633710796,81,1,Detector Off  (Veh Det #1),,,
1633710796,44,1,Phase Call Dropped  (Phase 1),,,
1633710798,82,11,Detector On  (Veh Det #11),,,
1633710798,81,11,Detector Off  (Veh Det #11),,,
1633710798,82,2,Detector On  (Veh Det #2),,,
1633710799,9,2,Phase End Yellow Cl  (Phase 2),,,
1633710799,10,2,Phase Begin Red Cl  (Phase 2),,,
1633710799,64,1,Overlap Begin Red Cl  (Overlap  (Overlap A),,,
1633710800,81,2,Detector Off  (Veh Det #2),,,
1633710800,82,14,Detector On  (Veh Det #14),,,
1633710800,12,2,Phase Inactive  (Phase 2),,,
1633710800,11,2,Phase End Red Cl  (Phase 2),,,
1633710800,0,4,Phase On  (Phase 4),,,
1633710800,1,4,Phase Begin Green  (Phase 4),,,
1633710800,65,1,Overlap Off  (Overlap  (Overlap A),,,
1633710800,31,1,Barrier Term  (Preceding Phase 1),,,
1633710801,48,4,Ped Omit On  (Ped 4),,,
1633710801,41,2,Phase Hold Active  (Phase 2),,,
1633710801,82,12,Detector On  (Veh Det #12),,,
1633710801,81,14,Detector Off  (Veh Det #14),,,
1633710802,81,12,Detector Off  (Veh Det #12),,,
1633710802,82,2,Detector On  (Veh Det #2),,,
1633710804,82,11,Detector On  (Veh Det #11),,,
1633710805,81,11,Detector Off  (Veh Det #11),,,
1633710806,3,4,Phase Min Complete  (Phase 4),,,
1633710808,81,15,Detector Off  (Veh Det #15),,,
1633710808,82,14,Detector On  (Veh Det #14),,,
1633710809,82,13,Detector On  (Veh Det #13),,,
1633710809,81,14,Detector Off  (Veh Det #14),,,
1633710810,81,13,Detector Off  (Veh Det #13),,,
1633710814,82,13,Detector On  (Veh Det #13),,,
1633710815,82,14,Detector On  (Veh Det #14),,,
1633710815,81,13,Detector Off  (Veh Det #13),,,
1633710816,81,14,Detector Off  (Veh Det #14),,,
1633710820,46,4,Phase Omit On  (Phase 4),,,
1633710820,81,4,Detector Off  (Veh Det #4),,,
1633710820,44,4,Phase Call Dropped  (Phase 4),,,
1633710823,7,4,Phase Green Term  (Phase 4),,,
1633710823,8,4,Phase Begin Yellow Cl  (Phase 4),,,
1633710823,4,4,Phase Gap Out  (Phase 4),,,
1633710826,82,16,Detector On  (Veh Det #16),,,
1633710827,82,1,Detector On  (Veh Det #1),,,
1633710827,2,1,Phase Check  (Phase 1),,,
1633710827,43,1,Phase Call Registered  (Phase 1),,,
1633710827,9,4,Phase End Yellow Cl  (Phase 4),,,
1633710827,10,4,Phase Begin Red Cl  (Phase 4),,,
1633710827,81,16,Detector Off  (Veh Det #16),,,
1633710828,12,4,Phase Inactive  (Phase 4),,,
1633710828,11,4,Phase End Red Cl  (Phase 4),,,
1633710828,0,2,Phase On  (Phase 2),,,
1633710828,1,2,Phase Begin Green  (Phase 2),,,
1633710828,21,2,Ped Begin Walk  (Ped 2),,,
1633710828,1102,2,Bike Call Off  (Phase 2),,,
1633710828,64,1,Overlap Begin Red Cl  (Overlap  (Overlap A),,,
1633710828,31,1,Barrier Term  (Preceding Phase 1),,,
1633710828,1103,2,Bike Call On  (Phase 2),,,
1633710828,61,1,Overlap Begin Green  (Overlap  (Overlap A),,,
1633710831,48,1,Ped Omit On  (Ped 1),,,
1633710831,82,14,Detector On  (Veh Det #14),,,
1633710832,81,14,Detector Off  (Veh Det #14),,,
1633710833,46,1,Phase Omit On  (Phase 1),,,
1633710833,81,2,Detector Off  (Veh Det #2),,,
1633710833,82,13,Detector On  (Veh Det #13),,,
1633710833,82,12,Detector On  (Veh Det #12),,,
1633710833,82,11,Detector On  (Veh Det #11),,,
1633710834,82,2,Detector On  (Veh Det #2),,,
1633710834,81,13,Detector Off  (Veh Det #13),,,
1633710834,82,4,Detector On  (Veh Det #4),,,
1633710834,2,4,Phase Check  (Phase 4),,,
1633710834,43,4,Phase Call Registered  (Phase 4),,,
1633710834,81,11,Detector Off  (Veh Det #11),,,
1633710834,81,12,Detector Off  (Veh Det #12),,,
1633710835,82,16,Detector On  (Veh Det #16),,,
1633710836,3,2,Phase Min Complete  (Phase 2),,,
1633710836,81,2,Detector Off  (Veh Det #2),,,
1633710837,81,16,Detector Off  (Veh Det #16),,,
1633710838,82,11,Detector On  (Veh Det #11),,,
1633710838,82,2,Detector On  (Veh Det #2),,,
1633710838,81,11,Detector Off  (Veh Det #11),,,
1633710840,81,2,Detector Off  (Veh Det #2),,,
1633710842,82,12,Detector On  (Veh Det #12),,,
1633710842,82,2,Detector On  (Veh Det #2),,,
