Data,,,Translation,,Code,Formatting
1633706908,82,14,Detector On  (Veh Det #4),,,
1633706908,82,4,Phase Check  (Phase 4),,,
1633706908,2,4,Phase Call Registered  (Phase 4),,,
1633706908,43,4,Detector Off  (Veh Det #14),,,
1633706908,81,14,Detector On  (Veh Det #13),,,
1633706909,82,13,Detector Off  (Veh Det #1),,,
1633706909,81,1,Phase Call Dropped  (Phase 1),,,
1633706909,44,1,Detector Off  (Veh Det #13),,,
1633706911,81,13,Phase Min Complete  (Phase 1),,,
1633706911,3,1,Phase Green Term  (Phase 1),,,
1633706911,7,1,Phase Begin Yellow Cl  (Phase 1),,,
1633706911,8,1,Phase Gap Out  (Phase 1),,,
1633706911,4,1,Detector On  (Veh Det #10),,,
1633706912,82,10,Detector Off  (Veh Det #10),,,
1633706912,81,10,Detector On  (Veh Det #10),,,
1633706913,82,10,Detector Off  (Veh Det #10),,,
1633706913,81,10,Phase Force Off  (Phase 1),,,
1633706915,6,1,Phase End Yellow Cl  (Phase 1),,,
1633706915,9,1,Phase Begin Red Cl  (Phase 1),,,
1633706916,10,1,Phase Inactive  (Phase 1),,,
1633706916,12,1,Phase End Red Cl  (Phase 1),,,
1633706916,11,1,Phase On  (Phase 2),,,
1633706916,0,2,Phase Begin Green  (Phase 2),,,
1633706916,1,2,Ped Begin Walk  (Ped 2),,,
1633706916,21,2,Bike Call Off  (Phase 2),,,
1633706916,1102,2,Bike Call On  (Phase 2),,,
1633706916,1103,2,Ped Omit On  (Ped 1),,,
1633706922,48,1,Phase Omit On  (Phase 1),,,
1633706922,46,1,Detector On  (Veh Det #11),,,
1633706923,82,11,Detector Off  (Veh Det #11),,,
1633706924,81,11,Phase Min Complete  (Phase 2),,,
1633706924,3,2,Detector On  (Veh Det #11),,,
1633706925,82,11,Detector Off  (Veh Det #11),,,
1633706927,81,11,Detector Off  (Veh Det #2),,,
1633706928,81,2,Detector On  (Veh Det #11),,,
1633706928,82,11,Detector On  (Veh Det #2),,,
1633706928,82,2,Detector Off  (Veh Det #11),,,
1633706928,81,11,Detector On  (Veh Det #11),,,
1633706929,82,11,Detector Off  (Veh Det #11),,,
1633706929,81,11,Detector On  (Veh Det #15),,,
1633706930,82,15,Detector On  (Veh Det #12),,,
1633706931,82,12,Detector Off  (Veh Det #12),,,
1633706931,81,12,Detector Off  (Veh Det #15),,,
1633706931,81,15,Detector On  (Veh Det #15),,,
1633706932,82,15,Detector Off  (Veh Det #15),,,
1633706932,81,15,Detector On  (Veh Det #15),,,
1633706933,82,15,Detector On  (Veh Det #10),,,
1633706933,82,10,Coord Cycle State,,,
1633706933,150,5,Detector Off  (Veh Det #2),,,
1633706933,81,2,Coord Cycle State,,,
1633706934,150,1,Detector On  (Veh Det #12),,,
1633706934,82,12,Detector Off  (Veh Det #10),,,
1633706934,81,10,Detector On  (Veh Det #2),,,
1633706934,82,2,Detector On  (Veh Det #10),,,
1633706934,82,10,Detector Off  (Veh Det #10),,,
1633706935,81,10,Detector Off  (Veh Det #12),,,
1633706937,81,12,Detector On  (Veh Det #11),,,
1633706938,82,11,Detector Off  (Veh Det #11),,,
1633706939,81,11,Detector On  (Veh Det #11),,,
1633706940,82,11,Detector Off  (Veh Det #11),,,
1633706943,81,11,Detector On  (Veh Det #12),,,
1633706945,82,12,Detector Off  (Veh Det #12),,,
1633706945,81,12,Ped Begin Clearance  (Ped 2),,,
1633706945,22,2,Phase Hold Released  (Phase 2),,,
1633706945,42,2,Phase Omit On  (Phase 2),,,
1633706947,46,2,Detector On  (Veh Det #12),,,
1633706947,82,12,Detector On  (Veh Det #13),,,
1633706948,82,13,Detector Off  (Veh Det #12),,,
1633706950,81,12,Detector On  (Veh Det #12),,,
1633706950,82,12,Detector Off  (Veh Det #13),,,
1633706951,81,13,Detector Off  (Veh Det #12),,,
1633706953,81,12,Detector Off  (Veh Det #2),,,
1633706954,81,2,Detector On  (Veh Det #12),,,
1633706954,82,12,Detector On  (Veh Det #16),,,
1633706954,82,16,Detector On  (Veh Det #2),,,
1633706955,82,2,Detector On  (Veh Det #1),,,
1633706955,82,1,Phase Check  (Phase 1),,,
1633706955,2,1,Phase Call Registered  (Phase 1),,,
1633706955,43,1,Detector Off  (Veh Det #16),,,
1633706955,81,16,Detector On  (Veh Det #10),,,
1633706955,82,10,Detector Off  (Veh Det #12),,,
1633706956,81,12,Detector Off  (Veh Det #10),,,
1633706957,81,10,Detector On  (Veh Det #12),,,
1633706957,82,12,Detector Off  (Veh Det #12),,,
1633706958,81,12,Detector On  (Veh Det #16),,,
1633706958,82,16,Detector On  (Veh Det #9),,,
1633706958,82,9,Detector Off  (Veh Det #9),,,
1633706958,81,9,Detector On  (Veh Det #9),,,
1633706959,82,9,Detector Off  (Veh Det #9),,,
1633706959,81,9,Detector On  (Veh Det #14),,,
1633706959,82,14,Detector On  (Veh Det #12),,,
1633706960,82,12,Detector On  (Veh Det #10),,,
1633706960,82,10,Detector Off  (Veh Det #16),,,
1633706960,81,16,Detector Off  (Veh Det #12),,,
1633706960,81,12,Coord Phase Yield Pt  (Phase 4),,,
1633706960,151,4,Phase Green Term  (Phase 2),,,
1633706960,7,2,Phase Begin Yellow Cl  (Phase 2),,,
1633706960,8,2,Ped Begin Don’t Walk  (Ped 2),,,
1633706960,23,2,Phase Omit Off  (Phase 2),,,
1633706960,47,2,Phase Omit Off  (Phase 4),,,
1633706960,47,4,Ped Omit Off  (Ped 4),,,
1633706960,49,4,Overlap Begin Yellow Cl  (Overlap  (Overlap A),,,
1633706960,63,1,Coord Phase Yield Pt  (Phase 1),,,
1633706960,151,1,Coord Phase Yield Pt  (Phase 3),,,
1633706960,151,3,Phase Check  (Phase 2),,,
1633706960,2,2,Phase Omit Off  (Phase 1),,,
1633706960,47,1,Ped Omit Off  (Ped 1),,,
1633706960,49,1,Detector On  (Veh Det #16),,,
1633706961,82,16,Detector Off  (Veh Det #10),,,
1633706961,81,10,Detector Off  (Veh Det #16),,,
1633706961,81,16,Detector On  (Veh Det #16),,,
1633706961,82,16,Detector On  (Veh Det #12),,,
1633706961,82,12,Detector On  (Veh Det #10),,,
1633706962,82,10,Detector Off  (Veh Det #10),,,
1633706962,81,10,Detector Off  (Veh Det #12),,,
1633706962,81,12,Detector On  (Veh Det #10),,,
1633706962,82,10,Detector On  (Veh Det #9),,,
1633706962,82,9,Detector Off  (Veh Det #10),,,
1633706963,81,10,Detector Off  (Veh Det #9),,,
1633706963,81,9,Detector On  (Veh Det #11),,,
1633706964,82,11,Detector On  (Veh Det #10),,,
1633706964,82,10,Detector Off  (Veh Det #11),,,
1633706964,81,11,Detector Off  (Veh Det #10),,,
1633706964,81,10,Detector On  (Veh Det #10),,,
1633706964,82,10,Phase End Yellow Cl  (Phase 2),,,
1633706964,9,2,Phase Begin Red Cl  (Phase 2),,,
1633706964,10,2,Overlap Begin Red Cl  (Overlap  (Overlap A),,,
1633706964,64,1,Detector Off  (Veh Det #16),,,
1633706964,81,16,Detector On  (Veh Det #9),,,
1633706964,82,9,Detector Off  (Veh Det #10),,,
1633706965,81,10,Detector Off  (Veh Det #9),,,
1633706965,81,9,Detector On  (Veh Det #9),,,
1633706965,82,9,Detector On  (Veh Det #16),,,
1633706965,82,16,Phase Inactive  (Phase 2),,,
1633706965,12,2,Phase End Red Cl  (Phase 2),,,
1633706965,11,2,Phase On  (Phase 4),,,
1633706965,0,4,Phase Begin Green  (Phase 4),,,
1633706965,1,4,Overlap Off  (Overlap  (Overlap A),,,
1633706965,65,1,Barrier Term  (Preceding Phase 1),,,
1633706965,31,1,Ped Omit On  (Ped 4),,,
1633706965,48,4,Phase Hold Active  (Phase 2),,,
1633706965,41,2,Detector Off  (Veh Det #9),,,
1633706965,81,9,Detector Off  (Veh Det #16),,,
1633706966,81,16,Detector On  (Veh Det #16),,,
1633706966,82,16,Detector On  (Veh Det #9),,,
1633706966,82,9,Detector On  (Veh Det #12),,,
1633706966,82,12,Detector Off  (Veh Det #9),,,
1633706966,81,9,Detector Off  (Veh Det #16),,,
1633706967,81,16,Detector Off  (Veh Det #12),,,
1633706969,81,12,Detector On  (Veh Det #9),,,
1633706970,82,9,Detector Off  (Veh Det #9),,,
1633706970,81,9,Detector On  (Veh Det #9),,,
1633706970,82,9,Detector Off  (Veh Det #14),,,
1633706970,81,14,Detector Off  (Veh Det #9),,,
1633706971,81,9,Detector Off  (Veh Det #15),,,
1633706971,81,15,Detector On  (Veh Det #16),,,
1633706971,82,16,Detector Off  (Veh Det #16),,,
1633706971,81,16,Phase Min Complete  (Phase 4),,,
1633706972,3,4,Detector On  (Veh Det #11),,,
1633706972,82,11,Detector On  (Veh Det #14),,,
1633706972,82,14,Detector On  (Veh Det #16),,,
1633706973,82,16,Detector Off  (Veh Det #14),,,
1633706974,81,14,Detector On  (Veh Det #13),,,
1633706974,82,13,Detector Off  (Veh Det #11),,,
1633706974,81,11,Detector Off  (Veh Det #13),,,
1633706974,81,13,Detector On  (Veh Det #13),,,
1633706974,82,13,Detector On  (Veh Det #14),,,
1633706975,82,14,Detector Off  (Veh Det #13),,,
1633706975,81,13,Detector Off  (Veh Det #14),,,
1633706976,81,14,Detector Off  (Veh Det #16),,,
1633706976,81,16,Detector On  (Veh Det #14),,,
1633706976,82,14,Detector On  (Veh Det #16),,,
1633706977,82,16,Detector On  (Veh Det #13),,,
1633706977,82,13,Detector Off  (Veh Det #13),,,
1633706978,81,13,Detector On  (Veh Det #11),,,
1633706978,82,11,Detector Off  (Veh Det #14),,,
1633706979,81,14,Detector Off  (Veh Det #16),,,
1633706980,81,16,Detector Off  (Veh Det #11),,,
1633706981,81,11,Detector On  (Veh Det #16),,,
1633706983,82,16,Detector Off  (Veh Det #4),,,
1633706983,81,4,Phase Call Dropped  (Phase 4),,,
1633706984,44,4,Phase Omit On  (Phase 4),,,
1633706985,46,4,Phase Green Term  (Phase 4),,,
1633706985,7,4,Phase Begin Yellow Cl  (Phase 4),,,
1633706985,8,4,Phase Gap Out  (Phase 4),,,
1633706989,4,4,Phase End Yellow Cl  (Phase 4),,,
1633706989,9,4,Phase Begin Red Cl  (Phase 4),,,
1633706990,10,4,Phase Inactive  (Phase 4),,,
1633706990,12,4,Phase End Red Cl  (Phase 4),,,
1633706990,11,4,Phase On  (Phase 1),,,
1633706990,0,1,Phase Begin Green  (Phase 1),,,
1633706990,1,1,Overlap Begin Green  (Overlap  (Overlap A),,,
1633706990,61,1,Barrier Term  (Preceding Phase 1),,,
1633706995,31,1,Detector On  (Veh Det #15),,,
1633706995,82,15,Ped Omit On  (Ped 1),,,
1633706996,48,1,Detector Off  (Veh Det #16),,,
1633706996,81,16,Detector Off  (Veh Det #15),,,
1633706996,81,15,Detector On  (Veh Det #16),,,
1633706996,82,16,Phase Min Complete  (Phase 1),,,
1633706997,3,1,Detector Off  (Veh Det #16),,,
1633706997,81,16,Detector On  (Veh Det #15),,,
1633706997,82,15,Phase Omit On  (Phase 1),,,
1633706998,46,1,Detector On  (Veh Det #4),,,
1633706998,82,4,Phase Check  (Phase 4),,,
1633706998,2,4,Phase Call Registered  (Phase 4),,,
1633706999,43,4,Phase Green Term  (Phase 1),,,
1633706999,7,1,Phase Begin Yellow Cl  (Phase 1),,,
1633706999,8,1,Phase Force Off  (Phase 1),,,
1633706999,6,1,Phase Check  (Phase 1),,,
1633707000,2,1,Detector On  (Veh Det #9),,,
1633707000,82,9,Detector Off  (Veh Det #15),,,
1633707000,81,15,Detector Off  (Veh Det #9),,,
1633707000,81,9,Detector Off  (Veh Det #1),,,
1633707000,81,1,Phase Call Dropped  (Phase 1),,,
1633707003,44,1,Phase End Yellow Cl  (Phase 1),,,
1633707003,9,1,Phase Begin Red Cl  (Phase 1),,,
1633707004,10,1,Phase Inactive  (Phase 1),,,
1633707004,12,1,Phase End Red Cl  (Phase 1),,,
1633707004,11,1,Phase On  (Phase 2),,,
1633707004,0,2,Phase Begin Green  (Phase 2),,,
1633707004,1,2,Ped Begin Walk  (Ped 2),,,
1633707004,21,2,Bike Call Off  (Phase 2),,,
1633707004,1102,2,Bike Call On  (Phase 2),,,
1633707008,1103,2,Detector On  (Veh Det #16),,,
1633707009,82,16,Detector Off  (Veh Det #16),,,
1633707009,81,16,Detector On  (Veh Det #1),,,
1633707009,82,1,Phase Check  (Phase 1),,,
1633707009,2,1,Phase Call Registered  (Phase 1),,,
1633707012,43,1,Phase Min Complete  (Phase 2),,,
1633707012,3,2,Detector On  (Veh Det #11),,,
1633707013,82,11,Coord Cycle State,,,
1633707013,150,5,Coord Cycle State,,,
1633707014,150,1,Detector Off  (Veh Det #11),,,
1633707015,81,11,Detector On  (Veh Det #11),,,
1633707016,82,11,Detector Off  (Veh Det #11),,,
1633707016,81,11,Detector On  (Veh Det #11),,,
1633707016,82,11,Detector On  (Veh Det #12),,,
1633707017,82,12,Detector Off  (Veh Det #2),,,
1633707017,81,2,Detector On  (Veh Det #2),,,
1633707017,82,2,Detector Off  (Veh Det #11),,,
1633707017,81,11,Detector Off  (Veh Det #12),,,
1633707019,81,12,Detector On  (Veh Det #12),,,
1633707020,82,12,Detector Off  (Veh Det #12),,,
1633707022,81,12,Detector On  (Veh Det #12),,,
1633707023,82,12,Detector Off  (Veh Det #12),,,
1633707024,81,12,Detector Off  (Veh Det #2),,,
1633707025,81,2,Detector On  (Veh Det #11),,,
1633707025,82,11,Detector On  (Veh Det #2),,,
1633707025,82,2,Ped Begin Clearance  (Ped 2),,,
1633707025,22,2,Phase Hold Released  (Phase 2),,,
1633707025,42,2,Phase Omit On  (Phase 2),,,
1633707026,46,2,Detector Off  (Veh Det #11),,,
1633707027,81,11,Detector On  (Veh Det #11),,,
1633707028,82,11,Detector Off  (Veh Det #11),,,
1633707029,81,11,Detector On  (Veh Det #13),,,
1633707030,82,13,Detector Off  (Veh Det #13),,,
1633707031,81,13,Detector Off  (Veh Det #2),,,
1633707032,81,2,Detector On  (Veh Det #10),,,
1633707032,82,10,Detector On  (Veh Det #2),,,
1633707033,82,2,Detector Off  (Veh Det #10),,,
1633707034,81,10,Detector On  (Veh Det #11),,,
1633707034,82,11,Detector On  (Veh Det #10),,,
1633707034,82,10,Detector On  (Veh Det #16),,,
1633707034,82,16,Detector Off  (Veh Det #11),,,
1633707035,81,11,Detector Off  (Veh Det #10),,,
1633707035,81,10,Detector Off  (Veh Det #16),,,
1633707035,81,16,Detector On  (Veh Det #12),,,
1633707036,82,12,Detector On  (Veh Det #10),,,
1633707036,82,10,Detector Off  (Veh Det #12),,,
1633707037,81,12,Detector Off  (Veh Det #10),,,
1633707037,81,10,Detector On  (Veh Det #14),,,
1633707038,82,14,Detector On  (Veh Det #10),,,
1633707038,82,10,Detector Off  (Veh Det #14),,,
1633707038,81,14,Detector On  (Veh Det #11),,,
1633707039,82,11,Detector On  (Veh Det #13),,,
1633707039,82,13,Detector Off  (Veh Det #10),,,
1633707039,81,10,Detector Off  (Veh Det #11),,,
1633707040,81,11,Detector Off  (Veh Det #13),,,
1633707040,81,13,Detector On  (Veh Det #13),,,
1633707040,82,13,Coord Phase Yield Pt  (Phase 4),,,
1633707040,151,4,Phase Green Term  (Phase 2),,,
1633707040,7,2,Phase Begin Yellow Cl  (Phase 2),,,
1633707040,8,2,Ped Begin Don’t Walk  (Ped 2),,,
1633707040,23,2,Phase Omit Off  (Phase 2),,,
1633707040,47,2,Phase Omit Off  (Phase 4),,,
1633707040,47,4,Ped Omit Off  (Ped 4),,,
1633707040,49,4,Overlap Begin Yellow Cl  (Overlap  (Overlap A),,,
1633707040,63,1,Coord Phase Yield Pt  (Phase 1),,,
1633707040,151,1,Coord Phase Yield Pt  (Phase 3),,,
1633707040,151,3,Phase Check  (Phase 2),,,
1633707040,2,2,Phase Omit Off  (Phase 1),,,
1633707040,47,1,Ped Omit Off  (Ped 1),,,
1633707040,49,1,Detector Off  (Veh Det #13),,,
1633707040,81,13,Detector On  (Veh Det #10),,,
1633707040,82,10,Detector On  (Veh Det #11),,,
1633707040,82,11,Detector Off  (Veh Det #2),,,
1633707041,81,2,Detector On  (Veh Det #2),,,
1633707041,82,2,Detector Off  (Veh Det #10),,,
1633707041,81,10,Detector Off  (Veh Det #11),,,
1633707043,81,11,Detector On  (Veh Det #10),,,
1633707043,82,10,Detector Off  (Veh Det #2),,,
1633707043,81,2,Detector Off  (Veh Det #10),,,
1633707043,81,10,Detector On  (Veh Det #10),,,
1633707044,82,10,Detector Off  (Veh Det #10),,,
1633707044,81,10,Detector On  (Veh Det #10),,,
1633707044,82,10,Detector On  (Veh Det #11),,,
1633707044,82,11,Detector Off  (Veh Det #10),,,
1633707044,81,10,Detector On  (Veh Det #2),,,
1633707044,82,2,Phase End Yellow Cl  (Phase 2),,,
1633707044,9,2,Phase Begin Red Cl  (Phase 2),,,
1633707044,10,2,Overlap Begin Red Cl  (Overlap  (Overlap A),,,
1633707044,64,1,Detector Off  (Veh Det #11),,,
1633707045,81,11,Phase Inactive  (Phase 2),,,
1633707045,12,2,Phase End Red Cl  (Phase 2),,,
1633707045,11,2,Phase On  (Phase 4),,,
1633707045,0,4,Phase Begin Green  (Phase 4),,,
1633707045,1,4,Overlap Off  (Overlap  (Overlap A),,,
1633707045,65,1,Barrier Term  (Preceding Phase 1),,,
1633707045,31,1,Ped Omit On  (Ped 4),,,
1633707045,48,4,Phase Hold Active  (Phase 2),,,
1633707047,41,2,Detector On  (Veh Det #12),,,
1633707047,82,12,Detector On  (Veh Det #13),,,
1633707048,82,13,Detector Off  (Veh Det #13),,,
1633707049,81,13,Detector Off  (Veh Det #12),,,
1633707050,81,12,Detector On  (Veh Det #15),,,
1633707051,82,15,Detector On  (Veh Det #12),,,
1633707051,82,12,Ped Detector On  (Ped Det #4),,,
1633707051,90,4,Ped Call Registered  (Ped 4),,,
1633707051,45,4,Phase Min Complete  (Phase 4),,,
1633707051,3,4,Ped Detector Off  (Ped Det #4),,,
1633707051,89,4,Ped Detector On  (Ped Det #4),,,
1633707051,90,4,Detector Off  (Veh Det #15),,,
1633707051,81,15,Ped Detector Off  (Ped Det #4),,,
1633707052,89,4,Ped Detector On  (Ped Det #4),,,
1633707052,90,4,Ped Detector Off  (Ped Det #4),,,
1633707052,89,4,Ped Detector On  (Ped Det #4),,,
1633707052,90,4,Ped Detector Off  (Ped Det #4),,,
1633707052,89,4,Ped Detector On  (Ped Det #4),,,
1633707052,90,4,Ped Detector Off  (Ped Det #4),,,
1633707052,89,4,Detector On  (Veh Det #11),,,
1633707052,82,11,Ped Detector On  (Ped Det #4),,,
1633707052,90,4,Ped Detector Off  (Ped Det #4),,,
1633707053,89,4,Ped Detector On  (Ped Det #4),,,
1633707053,90,4,Detector Off  (Veh Det #12),,,
1633707053,81,12,Ped Detector Off  (Ped Det #4),,,
1633707053,89,4,Ped Detector On  (Ped Det #4),,,
1633707053,90,4,Ped Detector Off  (Ped Det #4),,,
1633707053,89,4,Detector Off  (Veh Det #11),,,
1633707054,81,11,Detector On  (Veh Det #15),,,
1633707055,82,15,Detector On  (Veh Det #11),,,
1633707055,82,11,Detector Off  (Veh Det #15),,,
1633707057,81,15,Detector Off  (Veh Det #11),,,
1633707057,81,11,Detector On  (Veh Det #15),,,
1633707058,82,15,Detector Off  (Veh Det #15),,,
1633707059,81,15,Detector On  (Veh Det #15),,,
1633707060,82,15,Detector Off  (Veh Det #15),,,
1633707062,81,15,Detector On  (Veh Det #15),,,
1633707063,82,15,Detector Off  (Veh Det #15),,,
1633707064,81,15,Phase Omit On  (Phase 4),,,
1633707067,46,4,Detector On  (Veh Det #12),,,
1633707071,82,12,Detector On  (Veh Det #14),,,
1633707072,82,14,Detector Off  (Veh Det #14),,,
1633707074,81,14,Detector Off  (Veh Det #4),,,
1633707074,81,4,Phase Call Dropped  (Phase 4),,,
1633707075,44,4,Phase Green Term  (Phase 4),,,
1633707075,7,4,Phase Begin Yellow Cl  (Phase 4),,,
1633707075,8,4,Phase Force Off  (Phase 4),,,
1633707075,6,4,Phase Check  (Phase 4),,,
1633707075,2,4,Phase Call Registered  (Phase 4),,,
1633707077,43,4,Phase Omit On  (Phase 1),,,
1633707079,46,1,Phase End Yellow Cl  (Phase 4),,,
1633707079,9,4,Phase Begin Red Cl  (Phase 4),,,
1633707080,10,4,Phase Inactive  (Phase 4),,,
1633707080,12,4,Phase End Red Cl  (Phase 4),,,
1633707080,11,4,Phase On  (Phase 1),,,
1633707080,0,1,Phase Begin Green  (Phase 1),,,
1633707080,1,1,Overlap Begin Green  (Overlap  (Overlap A),,,
1633707080,61,1,Barrier Term  (Preceding Phase 1),,,
1633707082,31,1,Detector On  (Veh Det #10),,,
1633707083,82,10,Detector Off  (Veh Det #10),,,
1633707086,81,10,Phase Min Complete  (Phase 1),,,
1633707087,3,1,Detector Off  (Veh Det #1),,,
1633707087,81,1,Phase Call Dropped  (Phase 1),,,
1633707088,44,1,Phase Green Term  (Phase 1),,,
1633707088,7,1,Phase Begin Yellow Cl  (Phase 1),,,
1633707088,8,1,Phase Force Off  (Phase 1),,,
1633707092,6,1,Phase End Yellow Cl  (Phase 1),,,
1633707092,9,1,Phase Begin Red Cl  (Phase 1),,,
1633707092,10,1,Detector On  (Veh Det #13),,,
1633707093,82,13,Detector Off  (Veh Det #13),,,
1633707093,81,13,Detector On  (Veh Det #4),,,
1633707093,82,4,Coord Cycle State,,,
1633707093,150,5,Phase Inactive  (Phase 1),,,
1633707093,12,1,Phase End Red Cl  (Phase 1),,,
1633707093,11,1,Phase On  (Phase 2),,,
1633707093,0,2,Phase Begin Green  (Phase 2),,,
1633707093,1,2,Ped Begin Walk  (Ped 2),,,
1633707093,21,2,Bike Call Off  (Phase 2),,,
1633707093,1102,2,Ped Omit On  (Ped 1),,,
1633707093,48,1,Coord Cycle State,,,
1633707093,150,1,Bike Call On  (Phase 2),,,
1633707099,1103,2,Detector On  (Veh Det #11),,,
1633707101,82,11,Detector Off  (Veh Det #12),,,
1633707101,81,12,Detector On  (Veh Det #10),,,
1633707101,82,10,Phase Min Complete  (Phase 2),,,
1633707101,3,2,Detector Off  (Veh Det #11),,,
1633707102,81,11,Detector Off  (Veh Det #10),,,
1633707104,81,10,Detector On  (Veh Det #11),,,
1633707105,82,11,Detector Off  (Veh Det #11),,,
1633707105,81,11,Detector On  (Veh Det #10),,,
1633707105,82,10,Ped Begin Clearance  (Ped 2),,,
1633707105,22,2,Phase Hold Released  (Phase 2),,,
1633707105,42,2,Phase Omit On  (Phase 2),,,
1633707105,46,2,Detector Off  (Veh Det #10),,,
1633707107,81,10,Detector On  (Veh Det #11),,,
1633707107,82,11,Detector On  (Veh Det #15),,,
1633707107,82,15,Detector Off  (Veh Det #2),,,
1633707108,81,2,Detector On  (Veh Det #2),,,
1633707108,82,2,Detector Off  (Veh Det #11),,,
1633707108,81,11,Detector Off  (Veh Det #15),,,
1633707110,81,15,Detector On  (Veh Det #11),,,
1633707111,82,11,Detector Off  (Veh Det #11),,,
1633707112,81,11,Detector On  (Veh Det #10),,,
1633707112,82,10,Detector On  (Veh Det #9),,,
1633707112,82,9,Detector On  (Veh Det #14),,,
1633707113,82,14,Detector Off  (Veh Det #9),,,
1633707113,81,9,Detector Off  (Veh Det #10),,,
1633707113,81,10,Detector On  (Veh Det #9),,,
1633707113,82,9,Detector On  (Veh Det #11),,,
1633707113,82,11,Detector Off  (Veh Det #9),,,
1633707114,81,9,Detector On  (Veh Det #1),,,
1633707114,82,1,Phase Check  (Phase 1),,,
1633707114,2,1,Phase Call Registered  (Phase 1),,,
1633707114,43,1,Detector Off  (Veh Det #14),,,
1633707114,81,14,Detector On  (Veh Det #10),,,
1633707114,82,10,Detector Off  (Veh Det #11),,,
1633707114,81,11,Detector On  (Veh Det #16),,,
1633707114,82,16,Detector Off  (Veh Det #10),,,
1633707115,81,10,Detector On  (Veh Det #10),,,
1633707115,82,10,Detector Off  (Veh Det #16),,,
1633707115,81,16,Detector Off  (Veh Det #10),,,
1633707115,81,10,Detector On  (Veh Det #10),,,
1633707116,82,10,Detector On  (Veh Det #12),,,
1633707116,82,12,Detector Off  (Veh Det #10),,,
1633707116,81,10,Detector Off  (Veh Det #12),,,
1633707118,81,12,Detector On  (Veh Det #16),,,
1633707118,82,16,Detector On  (Veh Det #9),,,
1633707118,82,9,Detector On  (Veh Det #12),,,
1633707118,82,12,Detector Off  (Veh Det #2),,,
1633707119,81,2,Detector Off  (Veh Det #9),,,
1633707119,81,9,Detector Off  (Veh Det #16),,,
1633707119,81,16,Detector On  (Veh Det #2),,,
1633707119,82,2,Detector On  (Veh Det #10),,,
1633707119,82,10,Detector Off  (Veh Det #12),,,
1633707119,81,12,Detector On  (Veh Det #9),,,
1633707120,82,9,Detector Off  (Veh Det #9),,,
1633707120,81,9,Detector Off  (Veh Det #10),,,
1633707120,81,10,Coord Phase Yield Pt  (Phase 4),,,
1633707120,151,4,Phase Green Term  (Phase 2),,,
1633707120,7,2,Phase Begin Yellow Cl  (Phase 2),,,
1633707120,8,2,Ped Begin Don’t Walk  (Ped 2),,,
1633707120,23,2,Phase Omit Off  (Phase 2),,,
1633707120,47,2,Phase Omit Off  (Phase 4),,,
1633707120,47,4,Ped Omit Off  (Ped 4),,,
1633707120,49,4,Overlap Begin Yellow Cl  (Overlap  (Overlap A),,,
1633707120,63,1,Coord Phase Yield Pt  (Phase 1),,,
1633707120,151,1,Coord Phase Yield Pt  (Phase 3),,,
1633707120,151,3,Phase Check  (Phase 2),,,
1633707120,2,2,Phase Omit Off  (Phase 1),,,
1633707120,47,1,Ped Omit Off  (Ped 1),,,
1633707120,49,1,Detector On  (Veh Det #10),,,
1633707121,82,10,Detector Off  (Veh Det #10),,,
1633707121,81,10,Detector On  (Veh Det #11),,,
1633707121,82,11,Detector On  (Veh Det #14),,,
1633707121,82,14,Detector Off  (Veh Det #11),,,
1633707123,81,11,Detector On  (Veh Det #12),,,
1633707123,82,12,Detector Off  (Veh Det #2),,,
1633707124,81,2,Detector Off  (Veh Det #12),,,
1633707124,81,12,Detector On  (Veh Det #2),,,
1633707124,82,2,Phase End Yellow Cl  (Phase 2),,,
1633707124,9,2,Phase Begin Red Cl  (Phase 2),,,
1633707124,10,2,Overlap Begin Red Cl  (Overlap  (Overlap A),,,
1633707125,64,1,Detector On  (Veh Det #15),,,
1633707125,82,15,Phase Inactive  (Phase 2),,,
1633707125,12,2,Phase End Red Cl  (Phase 2),,,
1633707125,11,2,Phase On  (Phase 4),,,
1633707125,0,4,Phase Begin Green  (Phase 4),,,
1633707125,1,4,Ped Begin Walk  (Ped 4),,,
1633707125,21,4,Overlap Off  (Overlap  (Overlap A),,,
1633707125,65,1,Barrier Term  (Preceding Phase 1),,,
1633707125,31,1,Ped Omit On  (Ped 4),,,
1633707125,48,4,Phase Hold Active  (Phase 2),,,
1633707126,41,2,Detector Off  (Veh Det #2),,,
1633707126,81,2,Detector On  (Veh Det #12),,,
1633707127,82,12,Detector On  (Veh Det #2),,,
1633707127,82,2,Detector Off  (Veh Det #12),,,
1633707130,81,12,Detector On  (Veh Det #11),,,
1633707131,82,11,Detector Off  (Veh Det #11),,,
1633707131,81,11,Phase Min Complete  (Phase 4),,,
1633707131,3,4,Detector Off  (Veh Det #14),,,
1633707132,81,14,Ped Begin Clearance  (Ped 4),,,
1633707133,22,4,Detector On  (Veh Det #11),,,
1633707134,82,11,Detector On  (Veh Det #13),,,
1633707134,82,13,Detector On  (Veh Det #14),,,
1633707134,82,14,Detector Off  (Veh Det #11),,,
1633707134,81,11,Detector Off  (Veh Det #15),,,
1633707135,81,15,Detector Off  (Veh Det #14),,,
1633707135,81,14,Detector Off  (Veh Det #13),,,
1633707138,81,13,Detector On  (Veh Det #11),,,
1633707139,82,11,Detector On  (Veh Det #15),,,
